"pid","hid_panel","cid_panel","syear_panel","sample1_panel","inputdataset_panel","ple0010_h_panel","pla0009_h_panel","plh0258_v9_panel","plj0626_panel","plj0680_h_panel","plm0529_panel","plh0007_panel","plm0564_panel","plh0011_v2_panel","plh0012_h_panel","plm0663_panel","plm0664_panel","plm0665_panel","plm0666_panel","plm0667_panel","plm0668_panel","plm0672_panel","plm0673_panel","plm0674_panel","plm0675_panel","plj0606_panel","plj0607_panel","plj0608_panel","plj0609_panel","plj0610_panel","plj0611_panel","plj0612_panel","plj0613_panel","plj0614_panel","plj0615_panel","plj0616_panel","plj0617_panel","plj0618_panel","plj0619_panel","plj0620_panel","plj0621_panel","plj0622_panel","plj0623_panel","plj0624_panel","plj0625_panel","bgp143_bgp","bip_518_q106_bip","lr3078_bio","lr3079_bio","lb0228_bio","lr3041_bio","lr3046_bio","lr3130_bio","lr3122_bio","lr3123_bio","lr3124_bio","lr3125_bio","lr3126_bio","lr3127_bio","lr3128_bio","lr3129_bio","lr3136_bio","lr3137_bio","lr3138_bio","lr3139_bio","lr3140_bio","lr3141_bio","lr3142_bio","lr3143_bio","lr3144_bio","lr3145_bio","lr3146_bio","lm0623_bio","lm0624_bio","lr3147_bio","lr3148_bio","lr3149_bio","lr3150_bio","lr3151_bio","lr3152_bio","lr3153_bio","lr3154_bio","lr3155_bio","lr3156_bio","lr3157_bio","lr3158_bio","lr3159_bio","lr3160_bio","lr3161_bio","lr3162_bio","lr3163_bio","lr3164_bio","lr3165_bio","lr3166_bio","lr3167_bio"
36889802,3688984,3688984,2017,30,"bhp",1983,2,-5,2,3,7,3,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,1,-1,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36889802,3688984,3688984,2018,30,"bip",1983,2,-5,2,-2,1,4,4,2,-2,5,3,3,4,4,6,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,1,-1,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36890601,3689069,3689069,2016,30,"bgp",1977,1,-1,1,-1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,1,1,1,3,-1,-1,7,10,0,10,10,10,10,5,5,2,2,5,4,6,-2,-2,-1,-1,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36890601,3689069,3689069,2017,30,"bhp",1977,1,-5,2,3,1,3,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,-2,-2,-1,-1,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36890601,3689069,3689069,2018,30,"bip",1977,1,-5,2,3,2,3,4,-1,-2,-1,-1,-1,4,4,4,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,-2,-2,-1,-1,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36898101,3689816,3689816,2016,30,"bgp",1984,1,4,2,7,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,1,7,4,19,5,5,2,-2,5,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36898101,3689816,3689816,2017,30,"bhp",1984,1,-5,2,3,1,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,5,5,2,-2,5,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36898101,3689816,3689816,2018,30,"bip",1984,1,-5,2,3,2,4,3,1,-1,4,1,3,1,1,4,9,9,9,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,5,5,2,-2,5,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36900701,3690075,3690075,2016,30,"bgp",1976,1,4,2,3,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,7,1,7,7,10,0,10,10,10,10,7,7,5,7,1,2,19,4,4,2,1,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36900701,3690075,3690075,2017,30,"bhp",1976,1,-5,2,3,2,4,4,1,5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,2,1,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36900701,3690075,3690075,2018,30,"bip",1976,1,-5,2,3,2,2,3,1,5,3,1,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,2,1,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36902701,3690270,3690270,2016,30,"bgp",1973,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,6,10,6,7,7,7,10,10,10,10,10,10,7,7,1,7,1,4,19,1,1,2,3,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36902701,3690270,3690270,2017,30,"bhp",1973,1,-5,2,3,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,3,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36902701,3690270,3690270,2018,30,"bip",1973,1,-5,2,3,2,4,4,2,-2,5,1,3,4,4,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,3,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36918501,3691853,3691853,2016,30,"bgp",1977,2,5,6,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0,0,2,-1,-1,4,-1,-1,-1,-1,-1,-1,7,7,7,1,1,4,10,-2,-2,2,5,5,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36918501,3691853,3691853,2017,30,"bhp",1977,2,-5,6,1,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,-2,-2,2,5,5,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36918501,3691853,3691853,2018,30,"bip",1977,2,-5,6,5,7,4,4,2,-2,5,1,3,4,4,-1,2,2,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,-2,-2,2,5,5,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36922702,3692272,3692272,2016,30,"bgp",1957,1,4,2,3,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,3,0,5,1,7,7,10,5,10,10,10,10,7,7,4,1,1,3,19,4,4,2,1,1,2015,1,-2,-2,-2,-2,-2,1,-2,1,1,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36922702,3692272,3692272,2017,30,"bhp",1957,1,-5,2,3,1,1,1,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,2,1,1,2015,1,-2,-2,-2,-2,-2,1,-2,1,1,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36922702,3692272,3692272,2018,30,"bip",1957,1,-5,2,3,7,1,2,-1,-2,4,2,-1,-1,-1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,2,1,1,2015,1,-2,-2,-2,-2,-2,1,-2,1,1,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924101,3692418,3692418,2016,30,"bgp",1994,1,4,1,2,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,-1,-1,-1,6,-1,-1,-1,4,-1,-1,7,-1,7,6,5,2,3,5,4,19,1,1,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924101,3692418,3692418,2017,30,"bhp",1994,1,-5,1,3,2,3,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924101,3692418,3692418,2018,30,"bip",1994,1,-5,1,7,2,3,3,1,5,4,1,3,1,4,4,9,-1,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924301,3692434,3692434,2016,30,"bgp",1987,2,7,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,1,0,5,7,7,10,1,10,10,10,10,6,7,1,1,3,4,6,1,1,2,5,3,2014,1,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924301,3692434,3692434,2017,30,"bhp",1987,2,-5,4,5,3,4,4,-1,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,1,1,2,5,3,2014,1,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924301,3692434,3692434,2018,30,"bip",1987,2,-5,4,5,3,4,4,2,-2,4,3,3,4,4,-1,6,5,9,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,1,1,2,5,3,2014,1,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924501,3692450,3692450,2016,30,"bgp",1982,1,4,2,2,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,7,5,5,1,1,7,10,5,10,8,8,10,7,7,6,1,1,3,19,2,1,2,3,3,2015,1,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924501,3692450,3692450,2017,30,"bhp",1982,1,-5,2,3,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,1,2,3,3,2015,1,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36924501,3692450,3692450,2018,30,"bip",1982,1,-5,2,3,2,3,3,1,5,2,4,1,1,1,4,6,6,6,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,1,2,3,3,2015,1,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36928701,3692876,3692876,2016,31,"bgp",1971,1,4,2,7,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,1,1,7,5,0,10,10,10,10,7,7,1,1,1,3,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36928701,3692876,3692876,2017,31,"bhp",1971,1,-5,2,3,3,2,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36928701,3692876,3692876,2018,31,"bip",1971,1,-5,2,-2,3,3,3,2,-2,4,2,3,4,4,6,9,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929401,3692949,3692949,2016,31,"bgp",1981,1,7,2,3,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,2,5,9,5,7,1,4,7,10,0,10,10,10,10,7,7,5,1,1,2,19,2,2,2,2,2,2015,1,-2,-2,-2,1,1,1,-2,1,1,1,1,1,1,-2,-2,-2,1,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929401,3692949,3692949,2017,31,"bhp",1981,1,-5,2,3,2,1,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,2,2,2,2,2,2015,1,-2,-2,-2,1,1,1,-2,1,1,1,1,1,1,-2,-2,-2,1,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929401,3692949,3692949,2018,31,"bip",1981,1,-5,2,3,3,3,3,2,-2,2,1,1,1,1,4,9,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,2,2,2,2,2,2015,1,-2,-2,-2,1,1,1,-2,1,1,1,1,1,1,-2,-2,-2,1,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929901,3692990,3692990,2016,31,"bgp",1989,1,4,1,1,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,1,0,1,-1,-1,7,-1,-1,-1,-1,10,10,2,7,1,4,4,3,7,2,1,2,4,4,2015,1,1,1,1,1,1,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,1,1,-1,7,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929901,3692990,3692990,2017,31,"bhp",1989,1,-5,1,7,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,7,2,1,2,4,4,2015,1,1,1,1,1,1,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,1,1,-1,7,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36929901,3692990,3692990,2018,31,"bip",1989,1,-5,1,-2,1,4,4,2,-2,4,3,3,4,4,4,8,10,9,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,7,2,1,2,4,4,2015,1,1,1,1,1,1,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,1,1,-1,7,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930601,3693066,3693066,2016,31,"bgp",1978,1,4,2,1,-8,1,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,10,0,0,1,7,1,10,10,10,10,0,0,7,7,1,1,7,1,1,1,1,2,1,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930601,3693066,3693066,2017,31,"bhp",1978,1,-5,2,-2,7,1,1,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,2,1,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930601,3693066,3693066,2018,31,"bip",1979,1,-5,2,6,2,1,1,1,5,1,4,1,1,2,2,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,2,1,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930602,3693066,3693066,2016,31,"bgp",1984,2,4,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,10,0,0,1,7,1,10,10,10,10,0,0,7,7,1,1,1,4,1,-2,-2,2,-2,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,1,-2,1,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930602,3693066,3693066,2017,31,"bhp",1984,2,-5,2,-2,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-2,-2,2,-2,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,1,-2,1,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930602,3693066,3693066,2018,31,"bip",1984,2,-5,2,6,7,2,2,1,2,1,2,2,1,1,2,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-2,-2,2,-2,2,2013,1,-2,1,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,1,-2,1,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930701,3693074,3693074,2016,31,"bgp",1997,1,4,1,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,0,5,3,2,4,6,7,10,0,10,10,10,10,3,2,5,1,4,4,19,4,4,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930701,3693074,3693074,2017,31,"bhp",1997,1,-5,1,3,2,2,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930701,3693074,3693074,2018,31,"bip",1997,1,-5,1,3,5,3,3,2,-2,3,1,3,4,2,2,7,6,8,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930901,3693090,3693090,2016,31,"bgp",1982,1,4,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,5,6,6,7,7,7,8,0,9,10,10,10,5,5,5,7,7,4,19,1,1,2,2,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930901,3693090,3693090,2017,31,"bhp",1982,1,-5,2,3,1,4,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,2,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
36930901,3693090,3693090,2018,31,"bip",1982,1,-5,2,-2,2,3,2,2,-2,3,2,3,1,1,4,10,10,10,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,2,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
